course_id,course_name,platform,category,sub_category,instructor,duration_hours,price_inr,rating,reviews,level,language,skills,description,certificate,popularity,prerequisites,completion_rate
C105688,Animation Complete Bootcamp 88,FutureLearn,Design,Animation,Instructor_306,72,0,4.3,131374,Advanced,Hindi,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,112197,Computer Fundamentals,41.0
C105689,Animation Complete Bootcamp 89,DataCamp,Design,Animation,Instructor_77,42,0,3.8,43841,Beginner,English,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,163691,Computer Fundamentals,55.6
C105690,Animation Complete Bootcamp 90,Udemy,Design,Animation,Instructor_418,24,699,3.8,199384,Intermediate,Hindi,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,135138,Mathematics,70.3
C105691,Animation Complete Bootcamp 91,edX,Design,Animation,Instructor_132,62,2499,4.8,171967,Intermediate,Hindi,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,18679,None,71.5
C105692,Animation Complete Bootcamp 92,Udemy,Design,Animation,Instructor_285,30,699,4.1,45228,Advanced,English,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,278232,None,39.2
C105693,Animation Complete Bootcamp 93,Coursera,Design,Animation,Instructor_382,71,2499,5.0,240867,Intermediate,Spanish,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,377235,Basic Programming,70.3
C105694,Animation Complete Bootcamp 94,FutureLearn,Design,Animation,Instructor_456,80,4999,4.5,27429,Advanced,French,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,40688,None,45.0
C105695,Animation Complete Bootcamp 95,FutureLearn,Design,Animation,Instructor_447,24,3499,4.4,13399,Intermediate,French,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,395185,Computer Fundamentals,66.0
C105696,Animation Complete Bootcamp 96,Coursera,Design,Animation,Instructor_293,22,399,4.3,131916,Beginner,French,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,400220,Mathematics,83.3
C105697,Animation Complete Bootcamp 97,FutureLearn,Design,Animation,Instructor_431,66,4999,4.0,246449,Intermediate,French,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",No,98436,Computer Fundamentals,77.9
C105698,Animation Complete Bootcamp 98,LinkedIn Learning,Design,Animation,Instructor_17,16,1499,4.9,11289,Intermediate,English,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,499145,Basic Programming,42.6
C105699,Animation Complete Bootcamp 99,LinkedIn Learning,Design,Animation,Instructor_311,25,4999,4.6,162543,Beginner,English,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,418002,Basic Programming,70.9
C105700,Animation Complete Bootcamp 100,FutureLearn,Design,Animation,Instructor_469,8,399,4.3,57860,Advanced,Spanish,"Animation, Design, Projects, Hands-on","Comprehensive Animation course with practical projects, quizzes, assessments and capstone.",Yes,300385,Computer Fundamentals,64.2
C105701,Motion Graphics Complete Bootcamp 1,LinkedIn Learning,Design,Motion Graphics,Instructor_32,76,999,3.5,45392,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,442991,Basic Programming,84.5
C105702,Motion Graphics Complete Bootcamp 2,FutureLearn,Design,Motion Graphics,Instructor_173,38,999,4.0,143039,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,122223,Basic Programming,68.9
C105703,Motion Graphics Complete Bootcamp 3,Udemy,Design,Motion Graphics,Instructor_416,69,2499,3.6,116955,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,230293,None,69.6
C105704,Motion Graphics Complete Bootcamp 4,LinkedIn Learning,Design,Motion Graphics,Instructor_463,78,699,4.9,167937,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,75427,Mathematics,54.6
C105705,Motion Graphics Complete Bootcamp 5,DataCamp,Design,Motion Graphics,Instructor_351,9,4999,4.3,14233,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,167009,Mathematics,44.5
C105706,Motion Graphics Complete Bootcamp 6,edX,Design,Motion Graphics,Instructor_36,74,0,4.5,138782,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,201282,Computer Fundamentals,37.8
C105707,Motion Graphics Complete Bootcamp 7,Khan Academy,Design,Motion Graphics,Instructor_88,44,2499,4.1,197442,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,212609,Basic Programming,94.6
C105708,Motion Graphics Complete Bootcamp 8,Coursera,Design,Motion Graphics,Instructor_377,41,699,4.0,33510,Beginner,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,316935,Basic Programming,45.3
C105709,Motion Graphics Complete Bootcamp 9,Skillshare,Design,Motion Graphics,Instructor_139,34,999,4.1,69272,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,260088,Basic Programming,97.1
C105710,Motion Graphics Complete Bootcamp 10,Udemy,Design,Motion Graphics,Instructor_123,6,4999,3.6,232366,Intermediate,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,70287,None,66.2
C105711,Motion Graphics Complete Bootcamp 11,Coursera,Design,Motion Graphics,Instructor_286,12,3499,4.5,5668,Advanced,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,78715,Basic Programming,86.3
C105712,Motion Graphics Complete Bootcamp 12,Khan Academy,Design,Motion Graphics,Instructor_500,61,399,3.8,68239,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,478324,Basic Programming,84.6
C105713,Motion Graphics Complete Bootcamp 13,DataCamp,Design,Motion Graphics,Instructor_69,78,399,3.9,23516,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,55359,Computer Fundamentals,53.6
C105714,Motion Graphics Complete Bootcamp 14,Khan Academy,Design,Motion Graphics,Instructor_117,63,2499,4.6,118335,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,122804,Computer Fundamentals,55.9
C105715,Motion Graphics Complete Bootcamp 15,edX,Design,Motion Graphics,Instructor_484,63,399,4.1,80845,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,18160,Basic Programming,64.7
C105716,Motion Graphics Complete Bootcamp 16,edX,Design,Motion Graphics,Instructor_117,17,999,3.6,232499,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,321477,Computer Fundamentals,65.7
C105717,Motion Graphics Complete Bootcamp 17,edX,Design,Motion Graphics,Instructor_163,31,0,4.9,72080,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,70310,Basic Programming,39.5
C105718,Motion Graphics Complete Bootcamp 18,Udemy,Design,Motion Graphics,Instructor_83,3,3499,4.2,55549,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,15667,Computer Fundamentals,85.8
C105719,Motion Graphics Complete Bootcamp 19,LinkedIn Learning,Design,Motion Graphics,Instructor_167,41,4999,4.7,53999,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,306959,Mathematics,70.1
C105720,Motion Graphics Complete Bootcamp 20,Skillshare,Design,Motion Graphics,Instructor_165,47,399,3.7,49200,Advanced,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,395227,None,57.8
C105721,Motion Graphics Complete Bootcamp 21,Coursera,Design,Motion Graphics,Instructor_131,8,699,3.5,43624,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,325875,Basic Programming,74.9
C105722,Motion Graphics Complete Bootcamp 22,Udemy,Design,Motion Graphics,Instructor_111,49,699,4.7,173346,Beginner,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,30867,Mathematics,86.6
C105723,Motion Graphics Complete Bootcamp 23,LinkedIn Learning,Design,Motion Graphics,Instructor_68,55,399,3.9,135018,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,116963,Basic Programming,80.3
C105724,Motion Graphics Complete Bootcamp 24,Coursera,Design,Motion Graphics,Instructor_38,80,399,5.0,170702,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,484614,Computer Fundamentals,44.9
C105725,Motion Graphics Complete Bootcamp 25,edX,Design,Motion Graphics,Instructor_382,20,4999,4.6,227052,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,493780,Computer Fundamentals,69.2
C105726,Motion Graphics Complete Bootcamp 26,DataCamp,Design,Motion Graphics,Instructor_95,3,399,4.3,71685,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,305330,None,82.8
C105727,Motion Graphics Complete Bootcamp 27,FutureLearn,Design,Motion Graphics,Instructor_146,4,999,3.7,77760,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,376112,Mathematics,71.1
C105728,Motion Graphics Complete Bootcamp 28,Skillshare,Design,Motion Graphics,Instructor_351,53,2499,4.4,241660,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,294101,Basic Programming,37.8
C105729,Motion Graphics Complete Bootcamp 29,Udemy,Design,Motion Graphics,Instructor_264,76,399,3.6,192217,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,33408,Computer Fundamentals,90.1
C105730,Motion Graphics Complete Bootcamp 30,LinkedIn Learning,Design,Motion Graphics,Instructor_493,24,399,4.7,184352,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,155493,None,61.6
C105731,Motion Graphics Complete Bootcamp 31,DataCamp,Design,Motion Graphics,Instructor_89,57,999,4.8,4169,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,155130,Computer Fundamentals,37.9
C105732,Motion Graphics Complete Bootcamp 32,edX,Design,Motion Graphics,Instructor_172,55,4999,3.9,18762,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,397235,Basic Programming,44.4
C105733,Motion Graphics Complete Bootcamp 33,Skillshare,Design,Motion Graphics,Instructor_212,60,1499,4.5,166186,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,91127,None,66.8
C105734,Motion Graphics Complete Bootcamp 34,DataCamp,Design,Motion Graphics,Instructor_123,44,1499,4.6,65346,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,143697,Basic Programming,45.2
C105735,Motion Graphics Complete Bootcamp 35,Khan Academy,Design,Motion Graphics,Instructor_34,60,2499,4.2,26581,Advanced,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,275094,Basic Programming,62.1
C105736,Motion Graphics Complete Bootcamp 36,Khan Academy,Design,Motion Graphics,Instructor_469,61,999,3.9,108569,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,348862,None,48.1
C105737,Motion Graphics Complete Bootcamp 37,Udemy,Design,Motion Graphics,Instructor_459,33,2499,4.5,110617,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,67920,Basic Programming,63.7
C105738,Motion Graphics Complete Bootcamp 38,Khan Academy,Design,Motion Graphics,Instructor_410,80,4999,4.1,202390,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,43170,Basic Programming,49.7
C105739,Motion Graphics Complete Bootcamp 39,LinkedIn Learning,Design,Motion Graphics,Instructor_237,39,1499,3.9,151650,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,230682,Computer Fundamentals,60.3
C105740,Motion Graphics Complete Bootcamp 40,edX,Design,Motion Graphics,Instructor_329,40,0,3.8,36950,Beginner,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,10605,Computer Fundamentals,49.5
C105741,Motion Graphics Complete Bootcamp 41,edX,Design,Motion Graphics,Instructor_217,72,2499,4.5,139779,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,288988,Mathematics,83.4
C105742,Motion Graphics Complete Bootcamp 42,Coursera,Design,Motion Graphics,Instructor_469,50,3499,3.6,66326,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,297808,Basic Programming,41.9
C105743,Motion Graphics Complete Bootcamp 43,Khan Academy,Design,Motion Graphics,Instructor_266,25,399,3.8,168138,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,245695,Basic Programming,55.0
C105744,Motion Graphics Complete Bootcamp 44,LinkedIn Learning,Design,Motion Graphics,Instructor_161,3,0,3.6,249313,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,362912,Basic Programming,63.5
C105745,Motion Graphics Complete Bootcamp 45,LinkedIn Learning,Design,Motion Graphics,Instructor_391,47,999,4.0,235747,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,144801,Computer Fundamentals,73.8
C105746,Motion Graphics Complete Bootcamp 46,FutureLearn,Design,Motion Graphics,Instructor_235,23,3499,4.9,152120,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,409244,Basic Programming,43.6
C105747,Motion Graphics Complete Bootcamp 47,FutureLearn,Design,Motion Graphics,Instructor_454,36,4999,4.8,129873,Intermediate,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,79358,None,65.7
C105748,Motion Graphics Complete Bootcamp 48,Udemy,Design,Motion Graphics,Instructor_260,3,699,4.9,111072,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,85540,Computer Fundamentals,36.6
C105749,Motion Graphics Complete Bootcamp 49,edX,Design,Motion Graphics,Instructor_381,75,4999,4.5,157179,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,458679,Computer Fundamentals,95.3
C105750,Motion Graphics Complete Bootcamp 50,edX,Design,Motion Graphics,Instructor_156,25,1499,4.6,137481,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,19818,None,75.1
C105751,Motion Graphics Complete Bootcamp 51,LinkedIn Learning,Design,Motion Graphics,Instructor_408,62,3499,4.3,202454,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,478371,Basic Programming,64.2
C105752,Motion Graphics Complete Bootcamp 52,Khan Academy,Design,Motion Graphics,Instructor_22,47,2499,4.3,10854,Beginner,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,363604,Mathematics,63.8
C105753,Motion Graphics Complete Bootcamp 53,DataCamp,Design,Motion Graphics,Instructor_306,3,399,4.0,161462,Intermediate,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,194307,None,96.3
C105754,Motion Graphics Complete Bootcamp 54,edX,Design,Motion Graphics,Instructor_142,64,4999,4.3,17435,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,200202,None,39.1
C105755,Motion Graphics Complete Bootcamp 55,Coursera,Design,Motion Graphics,Instructor_378,34,3499,4.2,192162,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,458158,None,91.7
C105756,Motion Graphics Complete Bootcamp 56,DataCamp,Design,Motion Graphics,Instructor_314,49,0,5.0,207171,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,484277,Mathematics,77.0
C105757,Motion Graphics Complete Bootcamp 57,edX,Design,Motion Graphics,Instructor_182,41,999,3.6,141595,Advanced,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,5317,None,41.7
C105758,Motion Graphics Complete Bootcamp 58,edX,Design,Motion Graphics,Instructor_200,28,3499,4.5,44922,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,63891,Mathematics,89.6
C105759,Motion Graphics Complete Bootcamp 59,FutureLearn,Design,Motion Graphics,Instructor_19,78,4999,4.2,234021,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,224428,Mathematics,70.9
C105760,Motion Graphics Complete Bootcamp 60,LinkedIn Learning,Design,Motion Graphics,Instructor_371,8,1499,4.7,180237,Intermediate,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,124771,Mathematics,58.2
C105761,Motion Graphics Complete Bootcamp 61,FutureLearn,Design,Motion Graphics,Instructor_500,10,699,4.9,189861,Beginner,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,459267,Computer Fundamentals,81.4
C105762,Motion Graphics Complete Bootcamp 62,FutureLearn,Design,Motion Graphics,Instructor_350,23,399,4.2,26582,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,405791,Mathematics,37.1
C105763,Motion Graphics Complete Bootcamp 63,FutureLearn,Design,Motion Graphics,Instructor_17,21,1499,4.3,224314,Advanced,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,47645,Basic Programming,37.0
C105764,Motion Graphics Complete Bootcamp 64,Skillshare,Design,Motion Graphics,Instructor_138,12,0,4.5,102256,Intermediate,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,484675,Mathematics,93.5
C105765,Motion Graphics Complete Bootcamp 65,Khan Academy,Design,Motion Graphics,Instructor_103,56,4999,4.3,221414,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,440043,Basic Programming,65.4
C105766,Motion Graphics Complete Bootcamp 66,LinkedIn Learning,Design,Motion Graphics,Instructor_453,73,1499,3.7,131130,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,370785,Basic Programming,86.8
C105767,Motion Graphics Complete Bootcamp 67,LinkedIn Learning,Design,Motion Graphics,Instructor_140,52,4999,4.8,129954,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,165962,Computer Fundamentals,95.6
C105768,Motion Graphics Complete Bootcamp 68,edX,Design,Motion Graphics,Instructor_401,34,999,4.9,20718,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,452825,Computer Fundamentals,83.8
C105769,Motion Graphics Complete Bootcamp 69,Khan Academy,Design,Motion Graphics,Instructor_325,41,4999,4.8,172997,Advanced,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,181697,Basic Programming,86.5
C105770,Motion Graphics Complete Bootcamp 70,FutureLearn,Design,Motion Graphics,Instructor_17,34,0,3.7,1168,Intermediate,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,360913,None,86.0
C105771,Motion Graphics Complete Bootcamp 71,edX,Design,Motion Graphics,Instructor_281,13,2499,4.6,142781,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,458631,Mathematics,56.2
C105772,Motion Graphics Complete Bootcamp 72,Khan Academy,Design,Motion Graphics,Instructor_364,24,399,4.4,11680,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,32162,None,44.6
C105773,Motion Graphics Complete Bootcamp 73,DataCamp,Design,Motion Graphics,Instructor_299,49,1499,4.3,79311,Intermediate,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,346546,None,74.6
C105774,Motion Graphics Complete Bootcamp 74,edX,Design,Motion Graphics,Instructor_347,43,999,4.9,184611,Intermediate,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,373083,Basic Programming,68.9
C105775,Motion Graphics Complete Bootcamp 75,Khan Academy,Design,Motion Graphics,Instructor_205,9,399,3.7,32073,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,416578,Mathematics,54.2
C105776,Motion Graphics Complete Bootcamp 76,edX,Design,Motion Graphics,Instructor_416,2,0,3.7,69578,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,100208,None,82.8
C105777,Motion Graphics Complete Bootcamp 77,FutureLearn,Design,Motion Graphics,Instructor_444,39,2499,3.6,19215,Intermediate,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,272979,None,51.9
C105778,Motion Graphics Complete Bootcamp 78,LinkedIn Learning,Design,Motion Graphics,Instructor_91,60,999,4.0,221450,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,37925,Basic Programming,53.9
C105779,Motion Graphics Complete Bootcamp 79,LinkedIn Learning,Design,Motion Graphics,Instructor_286,31,3499,3.5,134504,Beginner,Hindi,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,174704,Computer Fundamentals,39.2
C105780,Motion Graphics Complete Bootcamp 80,DataCamp,Design,Motion Graphics,Instructor_364,7,0,4.7,12459,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,290534,None,67.9
C105781,Motion Graphics Complete Bootcamp 81,edX,Design,Motion Graphics,Instructor_254,75,3499,3.7,221666,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,295860,Computer Fundamentals,41.4
C105782,Motion Graphics Complete Bootcamp 82,Coursera,Design,Motion Graphics,Instructor_120,27,999,4.4,142980,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,93707,Mathematics,95.8
C105783,Motion Graphics Complete Bootcamp 83,Udemy,Design,Motion Graphics,Instructor_2,47,699,4.0,18942,Advanced,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,29850,Computer Fundamentals,94.8
C105784,Motion Graphics Complete Bootcamp 84,edX,Design,Motion Graphics,Instructor_274,8,699,3.8,57980,Beginner,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,352868,None,71.8
C105785,Motion Graphics Complete Bootcamp 85,FutureLearn,Design,Motion Graphics,Instructor_437,59,699,4.6,80282,Intermediate,Spanish,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,74639,Basic Programming,45.9
C105786,Motion Graphics Complete Bootcamp 86,Udemy,Design,Motion Graphics,Instructor_210,12,399,3.7,108696,Beginner,French,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,246747,Mathematics,65.9
C105787,Motion Graphics Complete Bootcamp 87,LinkedIn Learning,Design,Motion Graphics,Instructor_139,80,699,4.9,107999,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",Yes,488481,None,90.0
C105788,Motion Graphics Complete Bootcamp 88,Udemy,Design,Motion Graphics,Instructor_451,50,699,4.5,32144,Advanced,English,"Motion Graphics, Design, Projects, Hands-on","Comprehensive Motion Graphics course with practical projects, quizzes, assessments and capstone.",No,486898,Basic Programming,81.3
