user_id,age,country,education,interest,skill_level,preferred_platform,learning_goal,weekly_hours,completed_courses
U02104,41,USA,Graduate,Programming,Beginner,Khan Academy,Certification,10,32
U02105,30,UK,Postgraduate,Cybersecurity,Advanced,Khan Academy,College Project,28,9
U02106,42,Germany,Postgraduate,Business,Intermediate,Coursera,College Project,15,42
U02107,42,Germany,Postgraduate,Mobile,Beginner,LinkedIn Learning,Certification,23,50
U02108,28,Australia,Student,Cloud,Beginner,FutureLearn,College Project,10,39
U02109,27,India,Student,Web,Beginner,LinkedIn Learning,Certification,19,20
U02110,52,Australia,Student,Soft Skills,Intermediate,Khan Academy,Career Switch,30,47
U02111,25,Canada,Student,Business,Intermediate,Skillshare,Career Switch,13,25
U02112,48,USA,Graduate,Cloud,Beginner,Coursera,Promotion,11,49
U02113,46,Canada,Graduate,Cybersecurity,Advanced,FutureLearn,Upskilling,20,22
U02114,20,Canada,Postgraduate,Cloud,Advanced,DataCamp,Interview Prep,19,49
U02115,53,Australia,Graduate,Data Science,Advanced,edX,Career Switch,28,25
U02116,18,India,Postgraduate,Web,Beginner,DataCamp,Promotion,18,42
U02117,43,Australia,Student,Business,Advanced,Udemy,Upskilling,13,50
U02118,24,UK,Postgraduate,Mobile,Beginner,Udemy,Upskilling,6,24
U02119,28,UK,Student,AI,Beginner,Coursera,Upskilling,10,15
U02120,35,UK,Student,Soft Skills,Advanced,Coursera,Upskilling,30,30
U02121,40,USA,Postgraduate,AI,Intermediate,LinkedIn Learning,College Project,6,17
U02122,19,USA,Student,Mobile,Advanced,edX,Interview Prep,27,36
U02123,53,Canada,Postgraduate,Business,Advanced,Khan Academy,Promotion,24,48
U02124,39,USA,Postgraduate,Design,Beginner,Skillshare,Career Switch,15,36
U02125,33,UK,Graduate,Soft Skills,Intermediate,LinkedIn Learning,Interview Prep,25,36
U02126,47,USA,Student,Programming,Intermediate,FutureLearn,Certification,22,31
U02127,23,Germany,Postgraduate,AI,Intermediate,Khan Academy,College Project,10,23
U02128,40,Australia,Postgraduate,Web,Advanced,Coursera,Career Switch,24,34
U02129,36,Canada,Postgraduate,Web,Beginner,LinkedIn Learning,Promotion,17,44
U02130,35,USA,Graduate,AI,Beginner,edX,Career Switch,17,19
U02131,25,Australia,Student,Soft Skills,Advanced,FutureLearn,College Project,29,30
U02132,22,Canada,Graduate,Design,Advanced,DataCamp,Upskilling,24,20
U02133,53,Canada,Postgraduate,Programming,Beginner,LinkedIn Learning,Upskilling,29,32
U02134,51,UK,Student,Soft Skills,Intermediate,Skillshare,Interview Prep,6,15
U02135,47,India,Student,Business,Intermediate,edX,Interview Prep,11,11
U02136,28,Canada,Postgraduate,Programming,Beginner,Udemy,Career Switch,26,15
U02137,53,India,Graduate,Data Science,Beginner,Udemy,Upskilling,7,34
U02138,30,India,Postgraduate,Business,Intermediate,DataCamp,College Project,22,34
U02139,46,Germany,Student,Business,Advanced,Khan Academy,Promotion,27,30
U02140,25,India,Student,Soft Skills,Beginner,DataCamp,College Project,15,44
U02141,50,UK,Student,Cloud,Beginner,LinkedIn Learning,Interview Prep,22,45
U02142,35,UK,Graduate,Soft Skills,Beginner,Udemy,Career Switch,6,37
U02143,19,USA,Graduate,Cloud,Beginner,LinkedIn Learning,Upskilling,4,50
U02144,31,USA,Graduate,Design,Advanced,Coursera,Certification,30,31
U02145,28,Australia,Graduate,Soft Skills,Intermediate,Khan Academy,Certification,22,28
U02146,36,Australia,Graduate,Cloud,Beginner,LinkedIn Learning,Upskilling,12,11
U02147,48,India,Graduate,Design,Intermediate,Skillshare,College Project,25,34
U02148,47,Canada,Postgraduate,Design,Advanced,FutureLearn,Certification,2,24
U02149,52,USA,Student,Business,Intermediate,Udemy,Interview Prep,24,35
U02150,31,USA,Student,Data Science,Advanced,Udemy,Career Switch,12,45
U02151,20,Canada,Postgraduate,Mobile,Beginner,Coursera,Career Switch,29,45
U02152,42,Germany,Student,Cybersecurity,Beginner,Udemy,Career Switch,25,9
U02153,46,UK,Student,Design,Beginner,Udemy,Upskilling,17,2
U02154,38,Australia,Student,Cloud,Beginner,Coursera,Certification,12,48
U02155,23,UK,Postgraduate,Web,Advanced,Khan Academy,College Project,30,33
U02156,40,USA,Student,Web,Advanced,FutureLearn,Certification,2,21
U02157,36,India,Graduate,Business,Beginner,LinkedIn Learning,College Project,25,22
U02158,40,UK,Student,Web,Advanced,DataCamp,Certification,13,5
U02159,35,Australia,Graduate,Data Science,Beginner,DataCamp,Promotion,27,27
U02160,20,Canada,Graduate,AI,Beginner,FutureLearn,Promotion,30,27
U02161,21,USA,Graduate,Design,Intermediate,Coursera,Career Switch,13,45
U02162,47,Germany,Student,Business,Advanced,DataCamp,Promotion,5,32
U02163,47,Australia,Student,Business,Intermediate,LinkedIn Learning,Interview Prep,21,41
U02164,30,India,Postgraduate,Business,Beginner,Udemy,Promotion,13,30
U02165,27,Germany,Student,Design,Advanced,FutureLearn,Promotion,21,8
U02166,52,India,Graduate,Web,Advanced,Khan Academy,College Project,3,4
U02167,37,UK,Postgraduate,Web,Beginner,FutureLearn,Promotion,9,39
U02168,45,USA,Graduate,Soft Skills,Intermediate,DataCamp,Certification,18,11
U02169,43,India,Graduate,Cloud,Beginner,DataCamp,Upskilling,29,45
U02170,35,USA,Postgraduate,Cybersecurity,Beginner,DataCamp,Promotion,27,3
U02171,48,UK,Postgraduate,Programming,Beginner,Udemy,Certification,20,24
U02172,50,Australia,Graduate,Design,Advanced,LinkedIn Learning,College Project,17,31
U02173,37,USA,Student,Web,Beginner,Coursera,College Project,4,25
U02174,23,Germany,Graduate,Web,Beginner,LinkedIn Learning,Certification,27,5
U02175,49,Germany,Postgraduate,Soft Skills,Beginner,Udemy,Interview Prep,17,39
U02176,54,Germany,Postgraduate,Design,Beginner,Skillshare,College Project,13,23
U02177,22,Germany,Graduate,Business,Advanced,DataCamp,Career Switch,28,12
U02178,40,Germany,Postgraduate,Data Science,Intermediate,Skillshare,Upskilling,11,19
U02179,51,USA,Postgraduate,Cloud,Beginner,Skillshare,Upskilling,15,6
U02180,21,USA,Postgraduate,Web,Beginner,Khan Academy,Interview Prep,3,20
U02181,20,India,Student,Web,Intermediate,FutureLearn,Career Switch,16,3
U02182,21,Canada,Graduate,AI,Intermediate,Skillshare,College Project,20,20
U02183,28,USA,Postgraduate,Business,Advanced,FutureLearn,Certification,20,1
U02184,31,USA,Student,Soft Skills,Advanced,Khan Academy,Upskilling,24,36
U02185,55,India,Postgraduate,Cybersecurity,Intermediate,DataCamp,Promotion,20,2
U02186,33,Canada,Student,Cybersecurity,Beginner,DataCamp,Career Switch,5,38
U02187,30,USA,Student,AI,Advanced,edX,Certification,26,46
U02188,28,USA,Graduate,Cloud,Beginner,Udemy,Interview Prep,27,7
U02189,20,Canada,Postgraduate,Cloud,Advanced,Udemy,Interview Prep,28,17
U02190,21,India,Graduate,Programming,Intermediate,Khan Academy,Promotion,5,50
U02191,50,USA,Graduate,Programming,Intermediate,LinkedIn Learning,Upskilling,24,28
U02192,32,UK,Graduate,Mobile,Beginner,LinkedIn Learning,Upskilling,5,37
U02193,20,Canada,Graduate,Business,Intermediate,Skillshare,Interview Prep,27,31
U02194,46,Australia,Postgraduate,Cybersecurity,Advanced,DataCamp,Certification,25,40
U02195,31,Germany,Student,Programming,Advanced,Udemy,College Project,27,37
U02196,52,Canada,Student,Programming,Intermediate,Khan Academy,Promotion,17,25
U02197,21,Germany,Student,Business,Intermediate,Udemy,Interview Prep,27,19
U02198,29,UK,Postgraduate,Web,Intermediate,FutureLearn,Certification,27,10
U02199,34,Australia,Student,Cybersecurity,Beginner,Khan Academy,Upskilling,4,26
U02200,31,USA,Postgraduate,Design,Advanced,Khan Academy,Promotion,11,0
U02201,40,Australia,Graduate,Programming,Advanced,Coursera,College Project,7,7
U02202,34,Germany,Graduate,Cloud,Intermediate,Skillshare,Interview Prep,25,32
U02203,29,Germany,Postgraduate,AI,Beginner,DataCamp,Interview Prep,25,24
U02204,44,India,Postgraduate,Cloud,Advanced,Udemy,Interview Prep,29,39
U02205,22,Canada,Student,Cybersecurity,Advanced,Udemy,Upskilling,13,29
U02206,42,Australia,Student,Design,Advanced,Udemy,Upskilling,19,2
U02207,27,USA,Postgraduate,Cybersecurity,Intermediate,Khan Academy,Upskilling,19,50
U02208,36,India,Graduate,Data Science,Intermediate,Skillshare,Career Switch,4,15
U02209,39,USA,Student,Cybersecurity,Beginner,Udemy,Interview Prep,20,49
U02210,34,Australia,Student,Soft Skills,Advanced,Coursera,Certification,26,16
U02211,31,USA,Graduate,Cybersecurity,Intermediate,Udemy,Interview Prep,10,26
U02212,31,UK,Graduate,Design,Advanced,FutureLearn,Career Switch,18,31
U02213,49,Germany,Student,Design,Intermediate,Coursera,College Project,6,40
U02214,26,Australia,Postgraduate,Cybersecurity,Intermediate,Skillshare,Upskilling,8,21
U02215,34,USA,Student,Data Science,Intermediate,Skillshare,Upskilling,13,1
U02216,34,India,Graduate,Cybersecurity,Intermediate,DataCamp,Upskilling,6,28
U02217,39,UK,Student,AI,Advanced,Skillshare,Certification,4,48
U02218,23,Canada,Student,AI,Advanced,Coursera,Career Switch,4,27
U02219,34,UK,Student,Cybersecurity,Intermediate,Udemy,Upskilling,13,11
U02220,51,India,Graduate,Data Science,Intermediate,edX,College Project,15,44
U02221,54,Australia,Graduate,Cybersecurity,Beginner,Khan Academy,Certification,28,48
U02222,29,India,Student,Cybersecurity,Intermediate,Khan Academy,College Project,10,4
U02223,36,Canada,Student,Cloud,Beginner,edX,Promotion,29,28
U02224,32,Australia,Student,Programming,Beginner,Skillshare,Interview Prep,22,26
U02225,21,UK,Postgraduate,Design,Beginner,Udemy,Interview Prep,8,49
U02226,20,UK,Student,Cloud,Advanced,edX,Interview Prep,28,13
U02227,31,USA,Postgraduate,Cybersecurity,Intermediate,Skillshare,College Project,15,5
U02228,32,UK,Graduate,Mobile,Advanced,DataCamp,Interview Prep,13,13
U02229,31,USA,Postgraduate,Programming,Advanced,Skillshare,Upskilling,28,34
U02230,50,India,Postgraduate,AI,Advanced,Coursera,Interview Prep,5,28
U02231,37,USA,Postgraduate,AI,Beginner,edX,Interview Prep,8,40
U02232,27,Germany,Student,Design,Intermediate,edX,Upskilling,7,28
U02233,21,Germany,Student,Web,Advanced,edX,Certification,19,10
U02234,29,Australia,Postgraduate,Programming,Beginner,DataCamp,Certification,22,14
U02235,27,USA,Student,Business,Advanced,Udemy,College Project,25,34
U02236,41,UK,Graduate,AI,Intermediate,FutureLearn,Upskilling,14,28
U02237,27,Australia,Student,Mobile,Intermediate,LinkedIn Learning,Certification,22,22
U02238,19,Canada,Student,Web,Intermediate,Udemy,Interview Prep,7,33
U02239,41,USA,Postgraduate,Business,Intermediate,Skillshare,College Project,7,39
U02240,33,Canada,Graduate,Business,Advanced,Skillshare,Promotion,21,7
U02241,40,USA,Postgraduate,Cloud,Advanced,edX,Upskilling,27,17
U02242,51,USA,Postgraduate,Mobile,Intermediate,DataCamp,College Project,29,46
U02243,54,Germany,Graduate,Design,Beginner,Udemy,Upskilling,24,37
U02244,54,Canada,Postgraduate,Cybersecurity,Intermediate,edX,College Project,30,5
U02245,39,India,Graduate,Mobile,Advanced,edX,Upskilling,11,28
U02246,27,Australia,Graduate,AI,Intermediate,Coursera,Interview Prep,23,17
U02247,41,UK,Graduate,Mobile,Advanced,Khan Academy,Interview Prep,4,50
U02248,40,India,Postgraduate,Cybersecurity,Advanced,edX,Career Switch,15,3
U02249,39,Canada,Student,Soft Skills,Intermediate,Khan Academy,Promotion,10,13
U02250,28,USA,Postgraduate,Cybersecurity,Beginner,Udemy,Certification,27,25
U02251,30,Canada,Graduate,Programming,Intermediate,edX,Career Switch,2,0
U02252,29,Germany,Postgraduate,Web,Beginner,edX,Upskilling,30,42
U02253,53,UK,Graduate,Cybersecurity,Beginner,Udemy,Career Switch,2,11
U02254,23,UK,Graduate,Cybersecurity,Advanced,Coursera,College Project,11,43
U02255,35,Canada,Postgraduate,Cloud,Intermediate,Skillshare,Promotion,21,24
U02256,31,UK,Graduate,Cybersecurity,Advanced,Skillshare,Certification,22,8
U02257,27,Australia,Graduate,Cybersecurity,Advanced,Khan Academy,Promotion,24,0
U02258,35,Germany,Graduate,Business,Beginner,FutureLearn,Interview Prep,27,5
U02259,27,Germany,Student,Cloud,Intermediate,Khan Academy,College Project,22,25
U02260,53,Australia,Student,Web,Intermediate,Khan Academy,Interview Prep,30,44
U02261,22,UK,Student,Mobile,Advanced,DataCamp,Upskilling,22,30
U02262,28,USA,Graduate,Programming,Beginner,Coursera,Upskilling,3,28
U02263,48,Canada,Graduate,Soft Skills,Advanced,DataCamp,Upskilling,13,22
U02264,31,UK,Postgraduate,AI,Intermediate,edX,Career Switch,30,21
U02265,48,Australia,Graduate,Soft Skills,Advanced,DataCamp,Upskilling,5,48
U02266,53,India,Graduate,Business,Advanced,FutureLearn,Interview Prep,4,44
U02267,19,Australia,Graduate,Soft Skills,Intermediate,Khan Academy,College Project,23,18
U02268,44,Australia,Student,Mobile,Intermediate,Khan Academy,Upskilling,22,50
U02269,38,UK,Student,AI,Advanced,LinkedIn Learning,Upskilling,2,25
U02270,23,USA,Graduate,AI,Beginner,Skillshare,Certification,15,48
U02271,38,Germany,Student,Mobile,Intermediate,edX,College Project,4,35
U02272,24,UK,Postgraduate,Cloud,Advanced,FutureLearn,Career Switch,7,8
U02273,40,Germany,Postgraduate,Data Science,Advanced,DataCamp,Upskilling,6,11
U02274,47,UK,Graduate,Cybersecurity,Intermediate,edX,Promotion,10,31
U02275,38,Canada,Postgraduate,Soft Skills,Advanced,edX,Promotion,18,19
U02276,24,USA,Graduate,Data Science,Beginner,Khan Academy,Certification,6,21
U02277,25,India,Postgraduate,AI,Advanced,FutureLearn,Career Switch,23,22
U02278,22,India,Student,Programming,Advanced,Skillshare,Interview Prep,16,12
U02279,24,Canada,Student,Mobile,Advanced,LinkedIn Learning,Interview Prep,26,7
U02280,30,Germany,Student,Design,Advanced,Udemy,Promotion,22,9
U02281,28,UK,Graduate,Cybersecurity,Advanced,Coursera,Certification,18,19
U02282,36,USA,Graduate,Mobile,Intermediate,edX,Interview Prep,8,38
U02283,36,Germany,Student,Soft Skills,Beginner,Udemy,Career Switch,4,26
U02284,55,Canada,Graduate,Data Science,Intermediate,Skillshare,Upskilling,18,43
U02285,32,Canada,Postgraduate,Soft Skills,Beginner,edX,Interview Prep,13,23
U02286,32,UK,Graduate,Design,Advanced,DataCamp,Upskilling,4,9
U02287,21,UK,Postgraduate,Business,Intermediate,Udemy,Upskilling,13,12
U02288,31,India,Postgraduate,Mobile,Intermediate,Coursera,Upskilling,12,8
U02289,25,Australia,Student,Cloud,Intermediate,Khan Academy,College Project,10,10
U02290,46,Germany,Postgraduate,Soft Skills,Beginner,Khan Academy,Certification,11,25
U02291,55,Germany,Student,Data Science,Intermediate,Coursera,Career Switch,13,29
U02292,33,Australia,Graduate,Cybersecurity,Advanced,Coursera,College Project,17,6
U02293,19,Australia,Student,Soft Skills,Intermediate,Khan Academy,Certification,8,9
U02294,43,USA,Graduate,AI,Intermediate,Udemy,Interview Prep,6,7
U02295,46,UK,Graduate,Soft Skills,Intermediate,Skillshare,Promotion,28,9
U02296,18,USA,Postgraduate,Programming,Beginner,Coursera,Upskilling,29,50
U02297,22,USA,Postgraduate,Web,Beginner,Udemy,Career Switch,9,30
U02298,39,UK,Postgraduate,Soft Skills,Intermediate,Udemy,College Project,12,43
U02299,20,USA,Postgraduate,Mobile,Intermediate,Skillshare,Upskilling,25,23
U02300,34,Australia,Graduate,Programming,Advanced,LinkedIn Learning,College Project,18,11
U02301,18,Australia,Graduate,Mobile,Beginner,Coursera,College Project,17,27
U02302,27,USA,Graduate,Data Science,Intermediate,LinkedIn Learning,Certification,24,0
U02303,48,Canada,Postgraduate,Design,Advanced,LinkedIn Learning,Interview Prep,20,38
U02304,45,Germany,Postgraduate,AI,Beginner,DataCamp,Career Switch,27,34
U02305,39,Germany,Postgraduate,Soft Skills,Beginner,Coursera,Interview Prep,30,24
U02306,55,Canada,Graduate,Web,Intermediate,Khan Academy,Certification,12,11
U02307,22,USA,Student,Design,Beginner,Khan Academy,Promotion,16,19
U02308,30,Australia,Graduate,Cloud,Beginner,Skillshare,Upskilling,29,20
U02309,35,Germany,Student,Programming,Intermediate,LinkedIn Learning,Career Switch,18,8
U02310,43,USA,Student,Mobile,Intermediate,FutureLearn,College Project,11,15
U02311,24,Germany,Graduate,Mobile,Advanced,Udemy,Career Switch,20,7
U02312,29,UK,Graduate,Programming,Intermediate,Coursera,College Project,8,28
U02313,46,India,Postgraduate,Design,Beginner,edX,Promotion,19,38
U02314,51,Australia,Postgraduate,Cybersecurity,Beginner,Skillshare,Promotion,26,33
U02315,26,Germany,Student,Cybersecurity,Intermediate,Coursera,Career Switch,14,22
U02316,44,Canada,Postgraduate,Data Science,Advanced,Khan Academy,Promotion,29,17
U02317,51,Germany,Student,Soft Skills,Advanced,Skillshare,Promotion,24,6
U02318,49,Canada,Graduate,Cybersecurity,Advanced,Coursera,Career Switch,16,0
U02319,38,UK,Graduate,Design,Beginner,DataCamp,Interview Prep,14,24
U02320,27,Australia,Graduate,Soft Skills,Intermediate,Khan Academy,Career Switch,27,9
U02321,23,UK,Student,AI,Advanced,FutureLearn,Certification,16,32
U02322,46,Germany,Graduate,Design,Advanced,Khan Academy,Promotion,29,32
U02323,34,UK,Graduate,Business,Beginner,FutureLearn,Career Switch,6,43
U02324,19,Canada,Graduate,AI,Intermediate,LinkedIn Learning,Interview Prep,12,50
U02325,29,UK,Student,Business,Advanced,DataCamp,Certification,5,24
U02326,31,Germany,Graduate,Design,Advanced,edX,Promotion,30,45
U02327,53,Germany,Student,Business,Intermediate,Khan Academy,Upskilling,12,39
U02328,32,Germany,Graduate,Mobile,Intermediate,LinkedIn Learning,Interview Prep,18,6
U02329,51,USA,Postgraduate,Data Science,Advanced,FutureLearn,Career Switch,11,30
U02330,21,UK,Student,Cybersecurity,Beginner,DataCamp,Certification,23,15
U02331,42,Germany,Postgraduate,Cloud,Beginner,FutureLearn,College Project,30,33
U02332,39,Germany,Postgraduate,Mobile,Intermediate,Coursera,Promotion,20,36
U02333,19,Australia,Graduate,Soft Skills,Advanced,DataCamp,Certification,8,1
U02334,37,UK,Student,Web,Beginner,Skillshare,Promotion,20,21
U02335,46,India,Graduate,Web,Intermediate,Skillshare,College Project,30,36
U02336,50,UK,Postgraduate,Web,Intermediate,Khan Academy,Promotion,20,29
U02337,41,USA,Student,Cybersecurity,Intermediate,LinkedIn Learning,Career Switch,12,13
U02338,37,Germany,Postgraduate,AI,Beginner,Skillshare,Certification,24,26
U02339,19,Germany,Postgraduate,Soft Skills,Beginner,edX,College Project,11,16
U02340,20,UK,Postgraduate,Cloud,Advanced,DataCamp,Career Switch,15,35
U02341,22,India,Graduate,Data Science,Advanced,Khan Academy,Upskilling,26,20
U02342,49,Canada,Student,Cloud,Advanced,Skillshare,Interview Prep,16,26
U02343,41,Australia,Graduate,Soft Skills,Intermediate,DataCamp,Career Switch,3,25
U02344,54,Germany,Student,Data Science,Advanced,edX,College Project,23,28
U02345,25,USA,Student,Data Science,Beginner,Udemy,College Project,24,43
U02346,27,Canada,Graduate,Soft Skills,Intermediate,LinkedIn Learning,Certification,26,14
U02347,40,USA,Postgraduate,Design,Advanced,LinkedIn Learning,Upskilling,25,44
U02348,39,Germany,Student,Cloud,Beginner,Udemy,Career Switch,15,37
U02349,29,Australia,Graduate,Programming,Intermediate,FutureLearn,Certification,8,15
U02350,31,India,Student,Cloud,Advanced,Udemy,Certification,14,38
U02351,46,Canada,Student,Cloud,Advanced,Skillshare,Interview Prep,8,29
U02352,36,Australia,Student,Cybersecurity,Intermediate,Coursera,Certification,9,14
U02353,29,Australia,Postgraduate,Cloud,Intermediate,Udemy,Promotion,13,47
U02354,46,India,Student,Cloud,Intermediate,LinkedIn Learning,Upskilling,16,5
U02355,22,Germany,Student,Business,Beginner,Khan Academy,Certification,5,35
U02356,35,UK,Graduate,Mobile,Beginner,LinkedIn Learning,Upskilling,21,39
U02357,37,Germany,Postgraduate,Data Science,Advanced,Khan Academy,Certification,19,47
U02358,18,USA,Graduate,Cybersecurity,Advanced,Skillshare,Promotion,15,33
U02359,45,USA,Graduate,Web,Intermediate,Coursera,Interview Prep,12,39
U02360,40,USA,Postgraduate,Mobile,Beginner,edX,Upskilling,19,19
U02361,38,USA,Postgraduate,Business,Advanced,Khan Academy,Upskilling,27,30
U02362,45,India,Postgraduate,Soft Skills,Beginner,LinkedIn Learning,College Project,16,46
U02363,22,Australia,Student,Mobile,Intermediate,FutureLearn,Promotion,9,43
U02364,38,Australia,Graduate,Soft Skills,Advanced,FutureLearn,Certification,15,23
U02365,52,USA,Postgraduate,AI,Beginner,Udemy,Upskilling,12,3
U02366,48,UK,Student,Web,Beginner,LinkedIn Learning,Promotion,17,9
U02367,49,Australia,Graduate,AI,Intermediate,Coursera,Upskilling,9,14
U02368,40,UK,Graduate,Web,Advanced,Udemy,Promotion,22,22
U02369,29,USA,Graduate,Soft Skills,Intermediate,Khan Academy,Interview Prep,11,7
U02370,49,Australia,Graduate,Programming,Advanced,Skillshare,Certification,2,37
U02371,47,USA,Graduate,Design,Advanced,LinkedIn Learning,Certification,21,11
U02372,53,Canada,Postgraduate,Soft Skills,Intermediate,Udemy,Interview Prep,12,17
U02373,36,India,Postgraduate,Design,Intermediate,Coursera,Certification,15,22
U02374,33,Germany,Postgraduate,Programming,Advanced,LinkedIn Learning,Career Switch,5,2
U02375,24,India,Postgraduate,Design,Advanced,LinkedIn Learning,Career Switch,20,45
U02376,33,Australia,Student,Cybersecurity,Beginner,LinkedIn Learning,Certification,7,23
U02377,44,Australia,Graduate,AI,Advanced,Udemy,Certification,9,37
U02378,20,Canada,Student,Design,Advanced,FutureLearn,Interview Prep,6,45
U02379,27,India,Graduate,Cybersecurity,Intermediate,FutureLearn,Career Switch,5,30
U02380,43,India,Postgraduate,Mobile,Advanced,Coursera,College Project,25,34
U02381,53,India,Student,Cybersecurity,Intermediate,LinkedIn Learning,College Project,9,45
U02382,29,Canada,Student,Business,Intermediate,Udemy,Interview Prep,27,8
U02383,29,Australia,Graduate,Design,Advanced,Skillshare,Career Switch,18,5
U02384,19,Australia,Graduate,Cloud,Advanced,LinkedIn Learning,Interview Prep,28,6
U02385,32,USA,Postgraduate,Cybersecurity,Advanced,Udemy,Interview Prep,9,5
U02386,34,Germany,Postgraduate,Design,Advanced,Skillshare,Career Switch,3,37
U02387,22,India,Postgraduate,Soft Skills,Advanced,Khan Academy,Promotion,10,9
U02388,49,India,Postgraduate,Business,Advanced,Skillshare,Career Switch,20,16
U02389,29,Canada,Student,Data Science,Intermediate,Coursera,College Project,13,35
U02390,55,India,Student,Programming,Beginner,Khan Academy,Interview Prep,7,24
U02391,39,Australia,Student,Programming,Advanced,edX,Interview Prep,26,1
U02392,54,India,Graduate,Mobile,Intermediate,FutureLearn,Interview Prep,26,14
U02393,51,Australia,Student,Web,Advanced,DataCamp,Certification,12,9
U02394,37,India,Student,AI,Beginner,edX,Certification,5,43
U02395,55,Australia,Graduate,Soft Skills,Intermediate,FutureLearn,College Project,8,29
U02396,21,USA,Postgraduate,Web,Advanced,Skillshare,Certification,22,47
U02397,22,Australia,Student,Soft Skills,Advanced,Skillshare,Upskilling,28,30
U02398,35,UK,Student,AI,Intermediate,DataCamp,Promotion,18,38
U02399,26,Germany,Graduate,Data Science,Advanced,Khan Academy,Certification,2,37
U02400,47,USA,Student,Mobile,Beginner,Khan Academy,College Project,4,32
U02401,26,UK,Student,Design,Advanced,Skillshare,Promotion,21,44
U02402,50,UK,Graduate,Data Science,Beginner,DataCamp,College Project,12,43
U02403,21,Australia,Graduate,AI,Intermediate,LinkedIn Learning,College Project,28,4
U02404,23,Canada,Student,Programming,Beginner,Coursera,Upskilling,21,17
U02405,45,India,Postgraduate,Design,Beginner,Udemy,Interview Prep,10,47
U02406,39,Australia,Student,Soft Skills,Beginner,DataCamp,Promotion,23,11
U02407,29,Australia,Postgraduate,Data Science,Beginner,Khan Academy,Interview Prep,6,49
U02408,40,USA,Graduate,AI,Intermediate,Udemy,Upskilling,20,11
U02409,32,India,Postgraduate,Cloud,Intermediate,DataCamp,College Project,16,7
U02410,47,Germany,Postgraduate,Mobile,Beginner,edX,Promotion,23,45
U02411,50,UK,Graduate,Business,Beginner,DataCamp,Upskilling,21,30
U02412,44,Australia,Postgraduate,Cybersecurity,Advanced,edX,Career Switch,14,4
U02413,42,USA,Graduate,Cybersecurity,Beginner,edX,Upskilling,26,6
U02414,27,Germany,Student,Cybersecurity,Beginner,Khan Academy,College Project,13,0
U02415,46,UK,Student,Cloud,Beginner,Coursera,Interview Prep,18,41
U02416,28,Canada,Student,Programming,Intermediate,Skillshare,Career Switch,20,9
U02417,52,UK,Postgraduate,Soft Skills,Intermediate,DataCamp,Upskilling,17,1
U02418,23,Canada,Postgraduate,Cloud,Advanced,LinkedIn Learning,Interview Prep,28,15
U02419,47,USA,Postgraduate,Cloud,Beginner,edX,Career Switch,29,20
U02420,51,Australia,Graduate,AI,Beginner,Khan Academy,Upskilling,16,28
U02421,31,Germany,Student,Cybersecurity,Intermediate,LinkedIn Learning,College Project,8,5
U02422,41,Germany,Graduate,Design,Beginner,Udemy,College Project,24,0
U02423,28,UK,Student,Web,Intermediate,Skillshare,College Project,3,1
U02424,21,USA,Student,AI,Intermediate,FutureLearn,Promotion,20,4
U02425,23,Australia,Postgraduate,Design,Intermediate,LinkedIn Learning,Promotion,15,35
U02426,49,USA,Graduate,Programming,Advanced,Udemy,College Project,18,28
U02427,41,Canada,Student,Web,Advanced,LinkedIn Learning,Upskilling,20,12
U02428,39,Australia,Student,Cybersecurity,Beginner,Khan Academy,Promotion,20,43
U02429,26,UK,Postgraduate,Mobile,Advanced,edX,Interview Prep,22,38
U02430,37,India,Graduate,Web,Advanced,FutureLearn,College Project,3,25
U02431,42,India,Student,Programming,Advanced,edX,Career Switch,11,49
U02432,18,India,Postgraduate,Soft Skills,Intermediate,Khan Academy,Upskilling,5,18
U02433,30,India,Graduate,Cybersecurity,Advanced,DataCamp,Certification,11,34
U02434,37,USA,Postgraduate,Mobile,Intermediate,FutureLearn,Upskilling,29,17
U02435,19,Canada,Postgraduate,Cybersecurity,Intermediate,Udemy,Career Switch,29,30
U02436,44,Australia,Postgraduate,Business,Advanced,edX,Upskilling,12,18
U02437,55,Germany,Postgraduate,Soft Skills,Beginner,Coursera,College Project,12,36
U02438,37,India,Student,Data Science,Advanced,Coursera,Career Switch,13,34
U02439,30,UK,Graduate,Soft Skills,Beginner,Khan Academy,Interview Prep,20,0
U02440,40,UK,Graduate,Soft Skills,Advanced,edX,Career Switch,24,30
U02441,46,India,Student,AI,Advanced,FutureLearn,Promotion,28,22
U02442,54,Germany,Graduate,Soft Skills,Advanced,Khan Academy,Career Switch,14,27
U02443,34,Canada,Student,Programming,Beginner,Skillshare,Certification,20,30
U02444,24,Canada,Postgraduate,AI,Intermediate,FutureLearn,Promotion,16,40
U02445,50,Australia,Student,Data Science,Advanced,DataCamp,Interview Prep,9,50
U02446,30,USA,Student,Web,Intermediate,Coursera,College Project,13,43
U02447,54,India,Graduate,Programming,Beginner,DataCamp,Career Switch,29,45
U02448,20,Germany,Postgraduate,AI,Advanced,Coursera,Upskilling,15,3
U02449,46,USA,Graduate,Cybersecurity,Intermediate,LinkedIn Learning,College Project,18,12
U02450,54,Germany,Postgraduate,Mobile,Intermediate,Khan Academy,Career Switch,18,38
U02451,36,Australia,Student,Web,Beginner,edX,College Project,13,36
U02452,28,Australia,Student,Data Science,Intermediate,FutureLearn,Certification,7,29
